"Unique Investment Identifier","Business Case ID","Agency Code","Agency Name","Investment Title","Contract ID","Agency Contract ID","Contract Status","Contracting Agency ID","Contract Number (PIID)","IDV PIID","IDV Agency ID","Solicitation ID (Agency)","Modular Approaches / Contracting","EVM Required","Match found in USAspending","Vendor Name (USAspending)","Solicitation ID (USAspending)","Action Obligation Amount (In $ million) (USAspending)","Type of Contract (USAspending)","Performance Based Contract (USAspending)","Contract Start Date (USAspending)","Contract End Date (USAspending)","Contract Compete (USAspending)","Contract Description (USAspending)","Base Contract ID (USAspending)","Identifying Agency ID (USAspending)","Transaction Number (USAspending)","Timestamp (Contract)","Timestamp (Base Contract)"
029-888888105,7,"	029","Department of Veterans Affairs","Interagency 21st Century One Vet",50046,,Awarded,"	3600",VA11810080081,VA11811D1008,"	3600",,yes,no,Yes,"BOOZ ALLEN HAMILTON INC.",,13.040949,,N,2015-08-18,2018-09-24,N,"IGF::OT::IGF - OTHER FUNCTION - T4 TASK ORDER FOR CUSTOMER RELATIONSHIP MANAGEMENT (CRM) PROGRAM DEVELOPMENT AND OPERATION AND MAINTENANCE (O&M) SUPPORT.",224914,"	3600","	0","2016-02-02 20:55:55","2016-02-03 07:43:50"
029-888888105,7,"	029","Department of Veterans Affairs","Interagency 21st Century One Vet",50047,,Awarded,"	3600",VA11816F0686,NNG15SD55B,"	8000",,yes,no,Yes,"TRANSOURCE SERVICES CORP.",,0.090150,,N,2015-10-01,2019-09-30,N,"IGF::OT::IGF SOFTWARE MAINTENANCE",225037,"	3600","	0","2016-02-02 20:55:55","2016-02-05 04:45:43"
029-888888105,7,"	029","Department of Veterans Affairs","Interagency 21st Century One Vet",50048,,Awarded,"	3600",VA11816F0813,NNG15SC89B,"	8000",,yes,no,Yes,"STERLING COMPUTERS CORPORATION",,0.050772,,N,2015-12-16,2016-10-31,N,"IGF::OT::IGF: SPLUNK",225038,"	3600","	0","2016-02-02 20:55:55","2016-02-05 04:46:02"
029-888888105,7,"	029","Department of Veterans Affairs","Interagency 21st Century One Vet",50049,,Awarded,"	3600",VA11816F0793,NNG15SD22B,"	8000",,yes,no,Yes,"FOUR POINTS TECHNOLOGY, L.L.C.",,0.003112,,N,2015-12-01,2018-11-30,N,"IGF::OT::IGF PSWITCH WHATSUP GOLD PREMIUM SOFTWARE MAINTENANCE. THIS REQUIREMENT IS IN SUPPORT OF DEPARTMENT OF VETERANS AFFAIRS OFFICE OF INFORMATION&TECHNOLOGY, PRODUCT DEVELOPMENT, IDENTITY AND ACCESS MANAGEMENT EFFORTS.",225039,"	3600","	0","2016-02-02 20:55:55","2016-02-05 04:46:20"
029-888888105,7,"	029","Department of Veterans Affairs","Interagency 21st Century One Vet",50050,,Awarded,"	3600",VA11815F0044,NNG07DA22B,"	8000",,yes,no,Yes,"BLUE TECH INCORPORATED",,0.045176,"Firm Fixed Price",N,2014-12-22,2018-12-21,N,"IGF::OT::IGF RADIANT LOGIC LICENSES AND MAINTENANCE SUPPORT SERVICES.",225040,"	3600","	0","2016-02-02 20:55:55","2016-02-05 04:46:40"
029-888888105,7,"	029","Department of Veterans Affairs","Interagency 21st Century One Vet",50051,,Awarded,"	3600",VA11810000050,VA11811D1000,"	3600",,yes,no,Yes,"SYSTEMS MADE SIMPLE, INC.",,2.181387,,N,2015-12-23,2018-12-22,N,"IGF::OT::IGF THE CONTRACTOR SHALL PROVIDE DEVELOPMENT SERVICES NECESSARY TO ACCOMPLISH THE TASKS AND ASSOCIATED DELIVERABLES REQUIRED IN THIS PWS TO SUPPORT THE DEAP PROGRAM",224915,"	3600","	0","2016-02-02 20:55:55","2016-02-03 07:52:24"
029-888888105,7,"	029","Department of Veterans Affairs","Interagency 21st Century One Vet",50052,,Awarded,"	3600",VA11814F0055,NNG07DA44B,"	8000",,yes,no,Yes,"THREE WIRE SYSTEMS",,4.051770,"Firm Fixed Price",N,2014-01-01,2016-12-31,N,"IGF::OT::IGF   IBM INFOSPHERE LICENSE MAINTENANCE RENEWAL",224916,"	3600","	0","2016-02-02 20:55:55","2016-02-03 07:52:52"
029-888888105,7,"	029","Department of Veterans Affairs","Interagency 21st Century One Vet",50053,,Awarded,"	3600",VA11812F0147,GS35F0629R,"	4730",,yes,no,Yes,"MICROTECH LIMITED LIABILITY COMPANY,MICROTECHNOLOGIES LLC",,529.729421,"Firm Fixed Price",N,2012-04-01,2017-03-31,N,"MICROSOFT ENTERPRISE AGREEMENT FOR MICROSOFT PRODUCTS AND SERVICES IGF::OT::IGF",224917,"	3600","	0","2016-02-02 20:55:55","2016-02-03 07:52:52"
029-888888105,7,"	029","Department of Veterans Affairs","Interagency 21st Century One Vet",50054,,Awarded,"	3600",VA11815F0010,VA11811D0053,"	3600",,yes,no,Yes,"SYSTEMS RESEARCH AND APPLICATIONS CORPORATION",,13.249647,,N,2015-03-31,2016-07-03,N,"IGF::OT::IGF CUSTOMER GATEWAY SERVICES TASK ORDER",224918,"	3600","	0","2016-02-02 20:55:55","2016-02-03 07:52:52"
029-888888105,7,"	029","Department of Veterans Affairs","Interagency 21st Century One Vet",50055,,Awarded,"	3600",VA11814F0077,NNG07DA43B,"	8000",,yes,no,Yes,"FEDSTORE CORPORATION",,1.155249,"Firm Fixed Price",N,2014-02-06,2018-01-30,N,"IGF::OT::IGF IBM DATAPOWER DEVICES REFRESH IN SUPPORT OF DEPARTMENT OF VETERANS AFFAIRS (VA), OFFICE OF INFORMATION TECHNOLOGY (OIT), IDENTITY AND ACCESS MANAGEMENT (IAM).",224919,"	3600","	0","2016-02-02 20:55:55","2016-02-03 07:53:17"
029-555555110,8,"	029","Department of Veterans Affairs","Medical 21st Century TeleHealth",46187,,Awarded,"	3600",VA11810140027,VA11811D1014,"	3600",,yes,no,Yes,"HP ENTERPRISE SERVICES, LLC",,1.897635,,,,2016-09-07,,,,,,"2016-02-02 16:28:01",
029-555555110,8,"	029","Department of Veterans Affairs","Medical 21st Century TeleHealth",49898,,Awarded,"	3600",VA11810140043,VA11811D1014,"	3600",TAC-15-19112,yes,no,Yes,"HP ENTERPRISE SERVICES, LLC",,1.637125,,N,2015-09-28,2016-09-27,N,"IGF::OT::IGF THE DEPARTMENT OF VETERANS AFFAIRS (VA), OFFICE OF INFORMATION&TECHNOLOGY HAS A REQUIREMENT FOR SYSTEM DEVELOPMENT SUPPORT FOR HTRE. THIS SUPPORT SHALL INCLUDE SOFTWARE DESIGN AND DEVELOPMENT, TESTING, RELEASE DEPLOYMENT, TIER 3 SUPPORT, AND OPTIONAL TASKS FOR SYSTEM ADMINISTRATION AND TRANSITIONING SUPPORT. THE CONTRACTOR SHALL DEVELOP ENHANCEMENTS TO THE HOME TELEHEALTH APPLICATION THAT SUPPORTS THE INTEGRATION OF PATIENT DATA COLLECTED AT HOME WITH VA AND VISTA SYSTEMS.",224920,"	3600","	0","2016-02-02 16:28:01","2016-02-03 07:53:40"
029-555555110,8,"	029","Department of Veterans Affairs","Medical 21st Century TeleHealth",49899,,Awarded,"	3600",VA11810080080,VA11811D1008,"	3600",,yes,no,Yes,"BOOZ ALLEN HAMILTON INC.",,1.913662,,N,2015-09-14,2017-09-13,N,"""IGF::OT::IGF"" THE CONTRACTOR SHALL PROVIDE PROGRAM MANAGEMENT, FUNCTIONAL PLANNING, AND TECHNICAL AND DOCUMENTATION ANALYSIS IN SUPPORT OF THE HMPE PROGRAM AS WELL AS MULTIPLE HMPE PROJECTS. SUPPORT SHALL INCLUDE PROGRAM DOCUMENTATION, ADMINISTRATIVE SUPPORT, RISK MANAGEMENT SUPPORT, AND PROJECT MANAGEMENT ACCOUNTABILITY SYSTEM (PMAS) SUPPORT.",224921,"	3600","	0","2016-02-02 16:28:01","2016-02-03 07:54:09"
184-000000008,10,"	184","U.S. Agency for International Development","Procurement - Core",19927,,Awarded,"	7200",AIDCIOM1000001,SAQMMA10A0058,"	1900",,no,yes,Yes,"CGI FEDERAL INCORPORATED",,41.549650,,,,2015-10-28,,,,,,"2016-02-24 14:28:34",
184-000000008,10,"	184","U.S. Agency for International Development","Procurement - Core",35113,,Awarded,"	7200",AIDCIOM130001,,,,no,yes,No,,,,,,,,,,,,,"2016-02-24 14:28:34",
184-000000008,10,"	184","U.S. Agency for International Development","Procurement - Core",46655,,Awarded,"	7200",AIDCIOM1400015,,,,no,yes,Yes,"DEVELOPMENT INFOSTRUCTURE",,2.170950,,,,2017-07-09,,,,,,"2016-02-24 14:28:34",
184-000000008,10,"	184","U.S. Agency for International Development","Procurement - Core",46657,,Awarded,"	7200",AIDCIOC1400002,,,,no,yes,Yes,"COMPUSEARCH SOFTWARE SYSTEMS, INC.",,3.772956,,,,2018-12-31,,,,,,"2016-02-24 14:28:34",
184-000000008,10,"	184","U.S. Agency for International Development","Procurement - Core",46659,,Awarded,"	7200",AIDCIOTO1400002,,,,no,yes,Yes,"MILLENNIUM ENTERPRISE CORPORATION",,1.106675,,,,2016-09-30,,,,,,"2016-02-24 14:28:34",
184-000000008,10,"	184","U.S. Agency for International Development","Procurement - Core",46661,,Awarded,"	7200",AIDCIOBC1100003,,,,no,yes,Yes,"OPEN SYSTEM SCIENCES OF VIRGINIA INCORPORATED",,7.122702,,,,2015-07-28,,,,,,"2016-02-24 14:28:34",
184-000000008,10,"	184","U.S. Agency for International Development","Procurement - Core",48541,,Awarded,"	7200",AIDCIOM1400015,,,,no,yes,No,,,,,,,,,,,,,"2016-02-24 14:28:34",
184-000000008,10,"	184","U.S. Agency for International Development","Procurement - Core",48542,,Awarded,"	7200",AIDCIOC1400002,,,,no,yes,Yes,"COMPUSEARCH SOFTWARE SYSTEMS, INC.",,3.853814,,,,2018-12-31,,,,,,"2016-02-24 14:28:34",
184-000000008,10,"	184","U.S. Agency for International Development","Procurement - Core",48543,,Awarded,"	7200",AIDCIOTO1400002,,,,no,yes,No,,,,,,,,,,,,,"2016-02-24 14:28:34",
184-000000008,10,"	184","U.S. Agency for International Development","Procurement - Core",48544,,Awarded,"	7200",AIDCIOBC1100003,,,,no,yes,No,,,,,,,,,,,,,"2016-02-24 14:28:34",
184-000000008,10,"	184","U.S. Agency for International Development","Procurement - Core",48545,,Awarded,"	7200",AIDCIOC150000200,,,,no,yes,No,,,,,,,,,,,,,"2016-02-24 14:28:34",
184-000000005,12,"	184","U.S. Agency for International Development","Billing and Accounting - Core",21850,,Awarded,"	7200",AIDCIOBC1100006,AIDCIOE1100002,"	7200",N/A,no,no,Yes,"GLOBAL TECH INC.",,6.145764,,,,2016-08-29,,,,,,"2016-02-24 12:46:00",
184-000000005,12,"	184","U.S. Agency for International Development","Billing and Accounting - Core",48539,,Awarded,"	7200",AIDCION1500003,AIDCIOE1100002,"	7200",N/A,no,no,No,,,,,,,,,,,,,"2016-02-24 12:46:00",
184-000000005,12,"	184","U.S. Agency for International Development","Billing and Accounting - Core",48540,,Awarded,"	7200",AIDCIOC1300002,AIDCIOE1100002,"	7200",N/A,no,no,Yes,"INNOVATIVE ELEMENT, L.L.C.",,1.103794,,,,2018-07-31,,,,,,"2016-02-24 12:46:00",
184-000000005,12,"	184","U.S. Agency for International Development","Billing and Accounting - Core",50291,,Awarded,"	7200",AIDCION1500004,AIDCIOE1100002,"	7200",N/A,no,no,No,,,,,,,,,,,,,"2016-02-24 12:46:00",
007-000000049,13,"	007","Department of Defense","Armed Forces Health Longitudinal Technology Application",22344,CID-0049-1001,Awarded,"	9700","	0002",W81XWH08D0038,"	9700",,yes,no,Yes,"KSJ AND ASSOCIATES INCORPORATED",,12.104144,,,,2012-09-30,,,,,,"2016-02-05 21:32:44",
007-000000049,13,"	007","Department of Defense","Armed Forces Health Longitudinal Technology Application",22346,CID-0049-1008,Awarded,"	9700",HT001111F0042,"	263010046","	9700",,yes,yes,Yes,"SCIENCE APPLICATIONS INTERNATIONAL CORPORATION",,73.632392,,,,2014-01-30,,,,,,"2016-02-05 21:32:44",
007-000000049,13,"	007","Department of Defense","Armed Forces Health Longitudinal Technology Application",22347,CID-0049-1011,Awarded,"	9700","	0010",W81XWH08D0028,"	9700",,yes,no,Yes,"DELOITTE CONSULTING LLP",,15.391525,,,,2013-02-28,,,,,,"2016-02-05 21:32:44",
007-000000049,13,"	007","Department of Defense","Armed Forces Health Longitudinal Technology Application",22350,CID-0049-1015,Awarded,"	4730",GST0311DDS8011,GS00Q09BGD0048,"	4730",,yes,yes,No,,,,,,,,,,,,,"2016-02-05 21:32:44",
007-000000049,13,"	007","Department of Defense","Armed Forces Health Longitudinal Technology Application",22351,CID-0049-1016,Awarded,"	9700","	0018",W81XWH-08-D-0024,"	9700",09-KRG-13283,yes,no,Yes,"AXIOM RESOURCE MANAGEMENT INCORPORATED",,12.503135,,,,2020-09-30,,,,,,"2016-02-05 21:32:44",
007-000000049,13,"	007","Department of Defense","Armed Forces Health Longitudinal Technology Application",22352,CID-0049-1017,Awarded,"	9700","	0023",W81XWH08D0028,"	9700",JHP:11:17333,yes,no,Yes,"DELOITTE CONSULTING LLP",,30.527519,,,,2013-09-30,,,,,,"2016-02-05 21:32:44",
007-000000049,13,"	007","Department of Defense","Armed Forces Health Longitudinal Technology Application",25607,CID-0049-1018,Awarded,"	9700","	0006",W81XWH-08-D-0032,"	9700",,yes,no,Yes,"IRVING BURTON ASSOCIATES INCORPORATED",,14.199913,,,,2013-07-15,,,,,,"2016-02-05 21:32:44",
007-000000049,13,"	007","Department of Defense","Armed Forces Health Longitudinal Technology Application",25609,CID-0049-1019,Awarded,"	9700","	0026",W81XWH-08-D-0025,"	9700",,yes,no,Yes,"BOOZ ALLEN HAMILTON INC.",,4.637939,,,,2013-01-10,,,,,,"2016-02-05 21:32:44",
007-000000049,13,"	007","Department of Defense","Armed Forces Health Longitudinal Technology Application",25611,CID-0049-1021,Awarded,"	9700","	0048",W74V8H-04-D-0036,"	9700",,yes,no,Yes,"SCIENCE APPLICATIONS INTERNATIONAL CORPORATION",,22.853776,,,,2014-02-28,,,,,,"2014-04-24 14:37:46",
007-000000049,13,"	007","Department of Defense","Armed Forces Health Longitudinal Technology Application",25613,CID-0049-1022,Awarded,"	9700",HT001111F0042,HHSN263999900025I,"	9700",,yes,yes,Yes,"SCIENCE APPLICATIONS INTERNATIONAL CORPORATION",,7.137521,,,,2014-02-28,,,,,,"2014-04-24 14:37:46",
007-000000049,13,"	007","Department of Defense","Armed Forces Health Longitudinal Technology Application",25615,CID-0049-1023,Awarded,"	4730",GST0311DDS8011,GS00Q09BGD0048,"	4730",,yes,yes,No,,,,,,,,,,,,,"2016-02-05 21:32:44",
007-000000049,13,"	007","Department of Defense","Armed Forces Health Longitudinal Technology Application",25617,CID-0049-1024,Awarded,"	4730",GST0311DDS8011,GS00Q09BGD0048,"	4730",,yes,yes,No,,,,,,,,,,,,,"2016-02-05 21:32:44",
007-000000049,13,"	007","Department of Defense","Armed Forces Health Longitudinal Technology Application",31059,CID-0049-1025,Awarded,"	9700","	0023",W81XWH08D0024,"	9700",,yes,no,Yes,"AXIOM RESOURCE MANAGEMENT INCORPORATED",,52.499871,,,,2015-11-30,,,,,,"2015-10-14 19:33:04",
007-000000049,13,"	007","Department of Defense","Armed Forces Health Longitudinal Technology Application",36443,CID-0049-1026,Awarded,"	9700","	0027",W81XWH08D0028,"	9700",,yes,no,Yes,"DELOITTE CONSULTING LLP",,23.438238,,,,2015-04-30,,,,,,"2015-10-14 19:33:04",
007-000000049,13,"	007","Department of Defense","Armed Forces Health Longitudinal Technology Application",36445,CID-0049-1027,Awarded,"	9700","	0009",W81XWH-08-D-0038,"	9700",,yes,no,Yes,"KSJ AND ASSOCIATES INCORPORATED",,8.898036,,,,2016-04-30,,,,,,"2015-10-14 19:33:04",
007-000000049,13,"	007","Department of Defense","Armed Forces Health Longitudinal Technology Application",45023,CID-0049-1028,Awarded,"	9700",HT0011140C0008,HT0011-14-C-0008,"	9700",,yes,no,No,,,,,,,,,,,,,"2014-10-05 17:21:37",
007-000000049,13,"	007","Department of Defense","Armed Forces Health Longitudinal Technology Application",49296,CID-0049-1029,Awarded,"	9700",HT01115C0015,HT0011-15-C-0015,"	9700",,yes,no,No,,,,,,,,,,,,,"2015-10-14 19:33:04",
007-000000049,13,"	007","Department of Defense","Armed Forces Health Longitudinal Technology Application",50122,CID-0049-1030,Awarded,,HT001115C0009,,,,yes,no,Yes,"DELOITTE CONSULTING LLP",,10.077210,,N,2015-04-01,2015-11-30,N,"IGF::CL::IGF THIS AWARD PROVIDES SERVICES FOR ENGINEERING MANAGEMENT, ENTERPRISE ARCHITECTURE, INFORMATION ASSURANCE, TRAINING, AND CLINICAL SUBJECT MATTER EXPERT SERVICES FOR ALL PROGRAMS AND PROJECTS ACROSS DEFENSE HEALTH CLINICAL SYSTEMS (DHCS) AND THEATER MEDICAL INFORMATION PROGRAM JOINT (TMIP-J) PRODUCT LINES AND SOFTWARE APPLICATIONS. THE SCOPE SPANS THE DISCIPLINES AND SYSTEMS ASSOCIATED WITH THE ELECTRONIC HEALTH RECORD CORE PROGRAM MANAGEMENT OFFICE (PMO), AND DATA SHARING PMO. TMIP-J PRODUCTS UNDER DEFENSE HEALTHCARE MANAGEMENT SYSTEMS ARE ALSO SUPPORTED.",225058,"	9700","	0","2016-02-05 21:32:44","2016-02-06 07:14:17"
007-000000049,13,"	007","Department of Defense","Armed Forces Health Longitudinal Technology Application",50123,CID-0049-1031,Awarded,,HT001115C0021,,,,yes,no,Yes,"LEIDOS, INC.",,5.620455,,N,2015-07-09,2016-01-08,N,"IGF::OT::IGF THIS PROCUREMENT IS FOR 6 MONTHS OF PROGRAM MANAGEMENT, AHLTA CHCH SUPPORT, WOUNDED WARRIOR, BLOOD MANAGEMENT, AND SERVICES PRODUCT INTEGRATION IT SUPPORT.",225059,"	9700","	0","2016-02-05 21:32:44","2016-02-06 07:15:06"
007-000000049,13,"	007","Department of Defense","Armed Forces Health Longitudinal Technology Application",50124,CID-0049-1032,Awarded,"	4730",HT001115F0019,GS-35F-0617Y,"	4730",,yes,no,Yes,"DELOITTE CONSULTING LLP",,6.264173,,N,2015-05-01,2016-04-30,N,"IGF::OT::IGF THE CONTRACTOR WILL PROVIDE INFORMATION TECHNOLOGY (IT) TEST SERVICES IN COORDINATING, PLANNING, DOCUMENTING, EXECUTING, ANALYZING AND REPORTING THE DEVELOPMENTAL TEST AND EVALUATION (DT&E) OF DEFENSE HEALTH CLINICAL SYSTEMS (DHCS) IT APPLICATIONS.",225060,"	9700","	0","2016-02-05 21:32:44","2016-02-06 07:15:32"
007-000000186,16,"	007","Department of Defense","Navy Enterprise Resource Planning",22365,CID-0186-1006,Awarded,,N0017804D4062,,,,no,no,Yes,"J L HERREN AND ASSOCIATES PC",,0.000000,,,,,,,,,,"2015-10-14 19:59:31",
007-000000186,16,"	007","Department of Defense","Navy Enterprise Resource Planning",22367,CID-0186-1008,Awarded,,N0017804D4020,,,,no,no,Yes,"BEARINGPOINT, INC",,0.000000,,,,,,,,,,"2015-10-14 19:59:31",
007-000000186,16,"	007","Department of Defense","Navy Enterprise Resource Planning",22368,CID-0186-1009,Awarded,,N0017805D4364,,,,no,no,Yes,"INTERNATIONAL BUSINESS MACHINE",,0.000000,,,,,,,,,,"2015-10-14 19:59:31",
007-000000186,16,"	007","Department of Defense","Navy Enterprise Resource Planning",22369,CID-0186-1010,Awarded,,N0003911D0034,,,,no,no,Yes,"AITHERAS, LLC",,0.000000,,,,,,,,,,"2015-10-14 19:59:31",
007-000000186,16,"	007","Department of Defense","Navy Enterprise Resource Planning",22370,CID-0186-1012,Awarded,,N0017810D6087,,,,no,yes,Yes,"ECS FEDERAL, INC.,ILUMINA SOLUTIONS INCORPORATED",,0.000000,,,,,,,,,,"2015-10-14 19:59:31",
007-000000186,16,"	007","Department of Defense","Navy Enterprise Resource Planning",26415,CID-0186-1014,Awarded,,N0017805D4364,,,N00024-11-R-3291,no,yes,Yes,"INTERNATIONAL BUSINESS MACHINE",,0.000000,,,,,,,,,,"2015-10-14 19:59:31",
007-000000186,16,"	007","Department of Defense","Navy Enterprise Resource Planning",26417,CID-0186-1013,Awarded,,N0017805D4364,,,N00024-11-R-3382,no,yes,Yes,"INTERNATIONAL BUSINESS MACHINE",,0.000000,,,,,,,,,,"2015-10-14 19:59:31",
007-000000186,16,"	007","Department of Defense","Navy Enterprise Resource Planning",31091,CID-0186-1015,Awarded,,N0003913C0003,,,N00039-12-R-0073,no,no,Yes,"SAP GOVERNMENT SUPPORT AND SERVICES, INC.",,0.950022,,,,2015-11-16,,,,,,"2015-10-14 19:59:31",
007-000000186,16,"	007","Department of Defense","Navy Enterprise Resource Planning",36473,CID-0186-1016,Awarded,,N0017805D4317,,,N00024-12-R-3423,no,no,Yes,"ENTERPRISE RESOURCE PERFORMANCE INCORPORATED",,0.000000,,,,,,,,,,"2015-10-14 19:59:31",
007-000000186,16,"	007","Department of Defense","Navy Enterprise Resource Planning",46715,CID-0186-1017,Awarded,,N0003913C0003,,,N00024-13-R-3217,no,no,Yes,"SAP GOVERNMENT SUPPORT AND SERVICES, INC.",,0.950022,,,,2015-11-16,,,,,,"2016-02-05 21:32:44",
007-000000510,25,"	007","Department of Defense","EXECUTIVE INFORMATION/DECISION SUPPORT",22386,CID-0510-1009,Awarded,"	9700","	0003",W74V8H04D0025,"	9700","CMID 10048",no,yes,Yes,"VANGENT, INC.",,29.592833,,,,2012-09-30,,,,,,"2015-10-14 19:33:05",
007-000000510,25,"	007","Department of Defense","EXECUTIVE INFORMATION/DECISION SUPPORT",22388,CID-0510-1015,Awarded,"	9700","	0008",W81XWH08D0032,"	9700",JHP:10:15245,no,no,Yes,"IRVING BURTON ASSOCIATES INCORPORATED",,22.440090,,,,2013-08-23,,,,,,"2015-10-14 19:33:05",
007-000000510,25,"	007","Department of Defense","EXECUTIVE INFORMATION/DECISION SUPPORT",22389,CID-0510-1017,Awarded,"	4730",W81XWH11F0135,GS-35F-0304M,"	4730","CMID 16063",no,no,Yes,"VANGENT INCORPORATED",,24.537571,,,,2015-08-03,,,,,,"2015-10-14 19:33:05",
007-000000510,25,"	007","Department of Defense","EXECUTIVE INFORMATION/DECISION SUPPORT",22390,CID-0510-1018,Awarded,"	9700","	0013",W74V8H04D0025,"	9700","CMID 16791",no,no,Yes,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.,VANGENT, INC.",,15.635017,,,,2014-06-28,,,,,,"2015-10-14 19:33:05",
007-000000510,25,"	007","Department of Defense","EXECUTIVE INFORMATION/DECISION SUPPORT",23706,CID-0510-1019,Awarded,"	9700",HT001112F0002,HT001112F0002,"	9700","CMID 17725",no,no,Yes,"PLANNED SYSTEMS INTERNATIONAL,",,13.499101,"Time and Materials",,2014-03-05,2014-12-08,U,"VIRTUAL HOSTING SERVICES MIGRATION",153837,"	9700","	0","2014-10-05 17:22:11","2014-10-05 17:22:11"
007-000000510,25,"	007","Department of Defense","EXECUTIVE INFORMATION/DECISION SUPPORT",31061,CID-0510-1020,Awarded,"	4730",W81XWH11F0135,GS-35F-0304M,"	4730","CMID 16063",no,no,Yes,"VANGENT INCORPORATED",,24.537571,,,,2015-08-03,,,,,,"2015-10-14 19:33:05",
007-000000510,25,"	007","Department of Defense","EXECUTIVE INFORMATION/DECISION SUPPORT",36475,CID-0510-1021,Awarded,"	9700",HT001113C0004,HT0011-13-C-0004,"	9700",,no,no,No,,,,,,,,,,,,,"2015-10-14 19:33:05",
007-000000510,25,"	007","Department of Defense","EXECUTIVE INFORMATION/DECISION SUPPORT",36477,CID-0510-1022,Awarded,"	9700",HT001112C0002,HT0011-12-C-0002,"	9700","CMID 17974",no,no,No,,,,,,,,,,,,,"2015-10-14 19:33:05",
007-000000510,25,"	007","Department of Defense","EXECUTIVE INFORMATION/DECISION SUPPORT",39055,CID-0510-1023,Awarded,"	9700","	0011",W81XWH08D0032,"	9700",,no,no,Yes,"IRVING BURTON ASSOCIATES INCORPORATED",,3.405362,,,,2014-04-22,,,,,,"2015-10-14 19:33:05",
007-000000510,25,"	007","Department of Defense","EXECUTIVE INFORMATION/DECISION SUPPORT",39057,CID-0510-1024,Awarded,"	9700",HT001113F0040,HT0011-13-F-0040,"	9700",,no,no,Yes,"PRIMESCAPE SOLUTIONS INC.",HT001113T0012,4.779903,"Firm Fixed Price",Y,2013-09-30,2014-09-30,U,"OPERATIONS SUPPORT CENTER",108737,"	9700","	0","2014-04-24 14:57:21","2014-04-24 14:57:21"
007-000000510,25,"	007","Department of Defense","EXECUTIVE INFORMATION/DECISION SUPPORT",45055,CID-0510-1025,Awarded,"	9700",HT001114F0017,HT0011-14-F-0017,"	9700","CMID 21740",no,no,No,,,,,,,,,,,,,"2015-10-14 19:33:05",
007-000000510,25,"	007","Department of Defense","EXECUTIVE INFORMATION/DECISION SUPPORT",49297,CID-0510-1026,Awarded,"	4730",W81XWH15F0373,GS-35F-0080CA,"	4730","CMID 23017",no,no,No,,,,,,,,,,,,,"2016-02-05 21:32:44",
007-000000510,25,"	007","Department of Defense","EXECUTIVE INFORMATION/DECISION SUPPORT",50133,CID-0510-1027,Awarded,"	9700",HHSN316201200023W,HT0015-16-F-0003,"	9700",,no,no,No,,,,,,,,,,,,,"2016-02-05 21:32:44",
007-000000594,26,"	007","Department of Defense","DEFENSE INFORMATION SYSTEM FOR SECURITY",31065,CID-0594-1073,Awarded,"	4730",SP470313C5018,GS06F0972Z,"	4730",,no,no,Yes,"IWORKS CORPORATION",,1.752648,"Firm Fixed Price",,2013-08-22,2014-08-31,U,"8500332221!ADPE SYSTEM CONFIGURATION",203131,"	9700","	0","2015-02-12 14:50:19","2015-02-12 14:50:19"
007-000000594,26,"	007","Department of Defense","DEFENSE INFORMATION SYSTEM FOR SECURITY",31069,CID-0594-1075,Awarded,"	4730",SP470313C5017,GS-35F-0563T,"	4730",,no,no,Yes,"FEDERATED IT, INC.",,2.678862,"Firm Fixed Price",,2014-09-02,2015-09-13,U,"DISS CATS SUPPORT SERVICES IGF:CT:IGF",203133,"	9700","	0","2015-02-12 14:50:20","2015-02-12 14:50:20"
007-000000594,26,"	007","Department of Defense","DEFENSE INFORMATION SYSTEM FOR SECURITY",36497,CID-0594-1077,Awarded,,SP470113C1014,,,,no,no,Yes,"IWORKS CORPORATION",,3.950518,"Firm Fixed Price",,2013-06-25,2014-05-02,U,"8500251139!ADPE SYSTEM CONFIGURATION",203141,"	9700","	0","2013-12-09 17:48:36","2015-02-12 14:50:20"
007-000000594,26,"	007","Department of Defense","DEFENSE INFORMATION SYSTEM FOR SECURITY",36499,CID-0594-1078,Awarded,,SP470313C5011,,,,no,no,Yes,"FEDERATED IT, INC.",,1.301001,"Firm Fixed Price",Y,2014-03-07,2014-06-16,U,"IGF::CT::IGF
CATS DEFECT RESOLUTION SUPPORT",203135,"	9700","	0","2015-02-12 14:50:20","2015-02-12 14:50:20"
007-000000594,26,"	007","Department of Defense","DEFENSE INFORMATION SYSTEM FOR SECURITY",36501,CID-0594-1079,Awarded,,SP470113C1042,,,,no,no,Yes,"IWORKS CORPORATION",,3.789053,"Firm Fixed Price",,2013-12-12,2014-09-29,U,8500379863!CATSV4.1,203137,"	9700","	0","2015-02-12 14:50:20","2015-02-12 14:50:20"
007-000000594,26,"	007","Department of Defense","DEFENSE INFORMATION SYSTEM FOR SECURITY",39059,CID-0594-1080,Awarded,,SP470314F0006,,,,no,no,Yes,"CELERITY GOVERNMENT SOLUTIONS, LLC",,6.801084,"Firm Fixed Price",,2014-05-29,2014-12-26,U,"8500529684!DISS PMO SUPPORT",203139,"	9700","	0","2015-02-12 14:50:20","2015-02-12 14:50:20"
